65.3526	65.3526	K
65.3816	65.3816	|
65.8402	65.8402	|
66.3046	66.3046	|
66.5136	66.5136	K
66.6122	66.6122	K
66.7632	66.7632	|
67.2160	67.2160	K
67.2276	67.2276	|
67.6804	67.6804	|
68.0403	68.0403	|
68.3712	68.3712	K
68.6092	68.6092	|
69.0271	69.0271	K
69.0678	69.0678	|
69.5322	69.5322	|
69.9966	69.9966	|
70.1939	70.1939	K
70.4551	70.4551	|
70.8673	70.8673	K
70.9137	70.9137	|
71.3723	71.3723	|
71.7322	71.7322	|
72.0283	72.0283	K
72.1560	72.1560	K
72.3011	72.3011	|
72.7307	72.7307	K
72.7655	72.7655	|
73.2241	73.2241	|
73.6885	73.6885	|
73.8917	73.8917	K
74.1471	74.1471	|
74.5709	74.5709	K
74.6115	74.6115	|
75.0643	75.0643	|
75.4242	75.4242	|
75.7203	75.7203	K
75.9931	75.9931	|
76.4053	76.4053	K
76.4575	76.4575	|
76.9103	76.9103	|
77.3863	77.3863	|
77.5779	77.5779	K
77.8333	77.8333	|
78.2512	78.2512	K
78.2977	78.2977	|
78.7621	78.7621	|
79.2207	79.2207	|
79.4239	79.4239	K
79.6851	79.6851	|
80.1263	80.1263	K
80.1495	80.1495	|
80.6081	80.6081	|
80.9273	80.9273	K
81.0667	81.0667	|
81.5311	81.5311	|
81.9374	81.9374	K
81.9955	81.9955	|
82.4541	82.4541	|
82.8140	82.8140	|
83.1042	83.1042	K
83.3771	83.3771	|
83.8298	83.8298	K
83.8415	83.8415	|
84.3000	84.3000	|
84.7644	84.7644	|
84.9850	84.9850	K
85.0895	85.0895	K
85.2230	85.2230	|
85.6410	85.6410	K
85.6874	85.6874	|
86.1344	86.1344	|
86.5059	86.5059	|
86.7904	86.7904	K
87.0690	87.0690	|
87.4812	87.4812	K
87.5334	87.5334	|
87.9978	87.9978	|
88.4622	88.4622	|
88.6364	88.6364	K
88.7757	88.7757	K
88.9150	88.9150	|
89.3388	89.3388	K
89.3794	89.3794	|
89.8380	89.8380	|
90.2966	90.2966	|
90.5230	90.5230	K
90.7610	90.7610	|
91.2138	91.2138	K
91.2254	91.2254	|
91.6782	91.6782	|
92.1368	92.1368	|
92.3341	92.3341	K
92.4735	92.4735	K
92.6128	92.6128	|
93.0249	93.0249	K
93.0714	93.0714	|
93.5358	93.5358	|
94.0060	94.0060	|
94.1801	94.1801	K
94.4588	94.4588	|
94.8767	94.8767	K
94.9174	94.9174	|
95.3818	95.3818	|
95.8462	95.8462	|
96.3048	96.3048	|
96.7343	96.7343	K
96.7634	96.7634	|
97.2220	97.2220	|
97.6863	97.6863	|
97.8895	97.8895	K
98.1449	98.1449	|
98.5571	98.5571	K
98.6093	98.6093	|
99.0679	99.0679	|
99.5323	99.5323	|
99.7181	99.7181	K
99.8516	99.8516	K
99.9967	99.9967	|
100.4147	100.4147	K
100.4553	100.4553	|
100.9139	100.9139	|
101.3841	101.3841	|
101.5641	101.5641	K
101.8311	101.8311	|
102.2955	102.2955	K
102.3013	102.3013	|
102.7599	102.7599	|
103.2359	103.2359	|
103.4101	103.4101	K
103.6829	103.6829	|
104.1357	104.1357	K
104.1473	104.1473	|
104.6059	104.6059	|
105.0761	105.0761	|
105.2619	105.2619	K
105.3838	105.3838	K
105.5289	105.5289	|
105.9410	105.9410	K
105.9933	105.9933	|
106.4577	106.4577	|
106.9279	106.9279	|
107.0962	107.0962	K
107.2298	107.2298	K
107.3749	107.3749	|
107.7928	107.7928	K
107.8393	107.8393	|
108.2979	108.2979	|
108.7681	108.7681	|
108.9422	108.9422	K
109.2209	109.2209	|
109.6562	109.6562	K
109.6911	109.6911	|
110.1497	110.1497	|
110.6141	110.6141	|
110.7940	110.7940	K
111.0668	111.0668	|
111.4732	111.4732	K
111.5312	111.5312	|
111.9956	111.9956	|
112.4659	112.4659	|
112.6400	112.6400	K
112.9128	112.9128	|
113.3366	113.3366	K
113.3772	113.3772	|
113.8416	113.8416	|
114.3060	114.3060	|
114.4976	114.4976	K
114.6137	114.6137	K
114.7646	114.7646	|
115.1710	115.1710	K
115.2290	115.2290	|
115.6876	115.6876	|
116.1520	116.1520	|
116.3320	116.3320	K
116.4481	116.4481	K
116.6106	116.6106	|
117.0634	117.0634	K
117.0692	117.0692	|
117.5278	117.5278	|
117.9980	117.9980	|
118.1896	118.1896	K
118.2999	118.2999	K
118.4508	118.4508	|
118.8862	118.8862	K
118.9152	118.9152	|
119.3796	119.3796	|
119.8440	119.8440	|
120.1517	120.1517	K
120.3026	120.3026	|
120.7322	120.7322	K
120.7612	120.7612	|
121.2256	121.2256	|
121.6900	121.6900	|
